DATE,TIME,WSPD,WD,GST,ATMP,STMP,DEPTH,BARO,VIS,SURGE,
27/10/2025,13:55,17.7,009,19.8,13.6,0.0,0.00,1010.3,0,0.0,
27/10/2025,14:05,15.7,003,17.5,13.6,0.0,0.00,1010.3,0,0.0,
27/10/2025,14:15,15.1,001,17.8,13.7,0.0,0.00,1010.6,0,0.0,
27/10/2025,14:20,13.5,008,14.8,13.7,0.0,0.00,1010.6,0,0.0,
27/10/2025,14:25,14.7,358,17.8,13.7,0.0,0.00,1010.4,0,0.0,
27/10/2025,14:45,17.2,357,21.2,13.5,0.0,0.00,1010.7,0,0.0,
27/10/2025,15:00,16.4,004,18.0,13.6,0.0,0.00,1010.8,0,0.0,
27/10/2025,15:10,15.0,006,18.1,13.7,0.0,0.00,1010.7,0,0.0,
27/10/2025,15:45,13.2,002,16.5,13.5,0.0,0.00,1011.1,0,0.0,
27/10/2025,15:55,15.5,359,18.9,13.5,0.0,0.00,1011.0,0,0.0,
27/10/2025,16:30,8.8,345,9.9,13.1,0.0,0.00,1011.3,0,0.0,
27/10/2025,16:35,8.8,344,9.7,13.1,0.0,0.00,1011.4,0,0.0,
27/10/2025,16:45,6.5,359,7.8,13.0,0.0,0.00,1011.7,0,0.0,
27/10/2025,16:55,7.8,000,8.2,12.9,0.0,0.00,1011.6,0,0.0,
27/10/2025,17:15,11.7,346,12.4,12.8,0.0,0.00,1011.5,0,0.0,
27/10/2025,17:20,12.0,343,13.0,12.9,0.0,0.00,1011.5,0,0.0,
27/10/2025,17:35,11.8,348,13.3,12.8,0.0,0.00,1011.6,0,0.0,
27/10/2025,17:45,10.6,348,11.4,12.7,0.0,0.00,1011.6,0,0.0,
27/10/2025,18:00,11.5,339,12.1,12.8,0.0,0.00,1011.5,0,0.0,
27/10/2025,18:05,10.5,343,11.7,12.9,0.0,0.00,1011.7,0,0.0,
27/10/2025,18:45,8.0,338,8.5,12.6,0.0,0.00,1011.9,0,0.0,
27/10/2025,18:50,8.1,339,8.9,12.6,0.0,0.00,1012.0,0,0.0,
27/10/2025,18:55,7.3,342,7.9,12.6,0.0,0.00,1012.0,0,0.0,
27/10/2025,19:15,9.3,341,10.1,13.2,0.0,0.00,1011.8,0,0.0,
27/10/2025,19:25,12.7,341,14.5,13.0,0.0,0.00,1011.6,0,0.0,
27/10/2025,19:30,11.1,348,13.1,12.9,0.0,0.00,1011.5,0,0.0,
27/10/2025,19:35,11.2,346,12.3,12.7,0.0,0.00,1011.6,0,0.0,
27/10/2025,19:40,10.0,345,10.5,12.8,0.0,0.00,1011.5,0,0.0,
27/10/2025,19:45,9.9,342,11.0,12.7,0.0,0.00,1011.5,0,0.0,
27/10/2025,19:55,11.7,336,12.3,12.8,0.0,0.00,1011.3,0,0.0,
27/10/2025,20:05,12.1,338,12.9,12.9,0.0,0.00,1011.3,0,0.0,
27/10/2025,20:15,13.3,338,14.3,13.2,0.0,0.00,1011.3,0,0.0,
27/10/2025,20:20,15.7,330,16.6,13.3,0.0,0.00,1011.2,0,0.0,
27/10/2025,20:25,16.6,325,18.5,13.3,0.0,0.00,1011.2,0,0.0,
27/10/2025,21:00,17.3,329,18.2,13.4,0.0,0.00,1011.1,0,0.0,
27/10/2025,21:05,16.2,332,17.4,13.4,0.0,0.00,1011.0,0,0.0,
27/10/2025,21:15,15.6,343,16.8,13.3,0.0,0.00,1011.1,0,0.0,
27/10/2025,21:45,16.2,337,17.6,13.3,0.0,0.00,1011.0,0,0.0,
27/10/2025,21:50,17.0,338,18.3,13.3,0.0,0.00,1010.9,0,0.0,
27/10/2025,22:15,18.2,337,20.2,13.4,0.0,0.00,1010.8,0,0.0,
27/10/2025,22:25,17.5,339,19.4,13.3,0.0,0.00,1010.5,0,0.0,
27/10/2025,22:30,17.2,341,19.0,13.2,0.0,0.00,1010.6,0,0.0,
27/10/2025,22:35,18.7,336,20.2,13.3,0.0,0.00,1010.4,0,0.0,
27/10/2025,22:40,18.7,341,20.4,13.3,0.0,0.00,1010.3,0,0.0,
27/10/2025,22:45,16.2,341,17.4,13.3,0.0,0.00,1010.4,0,0.0,
27/10/2025,23:15,20.1,334,21.8,13.7,0.0,0.00,1010.0,0,0.0,
27/10/2025,23:20,18.8,338,20.0,13.7,0.0,0.00,1009.8,0,0.0,
27/10/2025,23:35,20.8,338,24.0,13.5,0.0,0.00,1009.7,0,0.0,
27/10/2025,23:55,17.8,340,20.0,13.4,0.0,0.00,1009.7,0,0.0,
